time	NAA-V Amp
6147	19.98927
6148	19.85016
6149	19.68309
6150	19.99155
6151	20.38767
6152	19.69488
6153	19.59575
6154	20.09452
6155	20.14617
6156	19.73178
6157	19.82136
6158	20.002
6159	19.6033
6160	19.61572
6161	19.93139
6162	20.26979
6163	19.45745
6164	19.59675
6165	19.25265
6166	20.08362
6167	19.34784
6168	19.03696
6169	19.54338
6170	19.7459
6171	19.69475
6172	19.32347
6173	19.0035
6174	19.351
6175	19.3916
6176	19.90661
6177	19.99133
6178	19.31592
6179	19.73982
6180	19.99395
6181	19.66104
6182	19.82281
6183	19.33389
6184	19.40357
6185	19.09914
6186	20.23232
6187	19.86868
6188	19.61432
6189	19.38273
6190	19.28578
6191	19.64831
6192	19.781
6193	19.40944
6194	19.22622
6195	19.18146
6196	20.55949
6197	19.745
6198	20.05845
6199	19.41249
6200	19.90808
6201	19.12908
6202	19.89393
6203	19.39446
6204	19.2247
6205	19.8317
6206	19.89798
6207	19.44002
6208	20.05373
6209	19.72288
6210	19.70734
6211	19.63684
6212	19.7008
6213	19.6309
6214	20.02386
6215	20.1072
6216	20.21118
6217	20.16385
6218	19.45564
6219	19.86213
6220	19.86946
6221	20.08991
6222	19.95131
6223	19.4197
6224	19.58516
6225	19.78177
6226	19.42936
6227	19.90035
6228	20.03922
6229	19.42247
6230	20.18627
6231	19.85184
6232	20.11187
6233	19.72423
6234	20.57783
6235	20.15037
6236	19.82714
6237	19.68954
6238	19.96229
6239	19.37339
6240	20.15569
6241	19.57627
6242	19.88634
6243	19.78331
6244	19.2162
6245	19.94436
6246	19.50821
6247	19.8266
6248	19.69524
6249	19.85476
6250	19.74984
6251	19.25297
6252	19.84373
6253	19.99791
6254	19.72536
6255	19.51143
6256	20.72976
6257	19.88094
6258	20.14634
6259	20.09976
6260	19.73539
6261	20.03139
6262	19.53625
6263	19.99178
6264	19.95991
6265	19.49924
6266	20.07508
6267	19.65211
6268	20.11197
6269	20.31919
6270	20.03116
6271	19.98626
6272	20.41025
6273	19.99131
6274	20.04857
6275	20.14878
6276	20.0747
6277	20.11703
6278	20.02177
6279	20.28014
6280	20.20361
6281	19.76847
6282	19.64697
6283	20.80116
6284	20.22838
6285	19.62851
6286	20.15692
6287	20.07185
6288	20.08311
6289	20.2046
6290	20.44213
6291	20.15451
6292	19.92732
6293	20.033
6294	20.22295
6295	19.64826
6296	20.33316
6297	20.30461
6298	19.78535
6299	19.68278
6300	20.26508
6301	20.65502
6302	20.01742
6303	20.7897
6304	20.43226
6305	20.4606
6306	20.74934
6307	20.79875
6308	20.35371
6309	20.06927
6310	19.8591
6311	20.75142
6312	20.59441
6313	20.51651
6314	20.59186
6315	20.06628
6316	20.81896
6317	20.25854
6318	20.4506
6319	20.32459
6320	20.55657
6321	20.70415
6322	20.814
6323	20.33274
6324	20.73337
6325	20.26784
6326	20.52082
6327	21.45752
6328	20.49314
6329	20.57897
6330	20.56814
6331	20.74067
6332	20.10163
6333	20.58967
6334	20.69085
6335	20.25034
6336	20.28736
6337	20.29224
6338	20.41109
6339	20.5744
6340	20.02436
6341	20.45001
6342	20.21306
6343	20.54712
6344	20.10065
6345	20.16301
6346	20.51723
6347	20.516
6348	20.86272
6349	20.15793
6350	20.13245
6351	20.52306
6352	20.35072
6353	20.63286
6354	21.00693
6355	20.07654
6356	20.4966
6357	20.53091
6358	20.0228
6359	20.32446
6360	20.41386
6361	19.68365
6362	20.37403
6363	20.86526
6364	20.11975
6365	20.10473
6366	20.50727
6367	20.96395
6368	20.27998
6369	20.42847
6370	20.39306
6371	20.34693
6372	20.63488
6373	20.36145
6374	20.54615
6375	20.60711
6376	20.1737
6377	20.70435
6378	20.65339
6379	20.2882
6380	20.84277
6381	20.76181
6382	20.49416
6383	20.25531
6384	20.47713
6385	20.6095
6386	20.64591
6387	20.82388
6388	20.41514
6389	20.92126
6390	20.01765
6391	20.82249
6392	21.19995
6393	20.96062
6394	20.18198
6395	20.49025
6396	20.65187
6397	20.27679
6398	20.25719
6399	20.70478
6400	20.37108
6401	20.4771
6402	20.57868
6403	20.74339
6404	20.4964
6405	20.61526
6406	20.75397
6407	20.81334
6408	20.67568
6409	19.44449
6410	19.86664
6411	20.19976
6412	20.41426
6413	19.94189
6414	20.07663
6415	19.67474
6416	20.22658
6417	19.89676
6418	20.32229
6419	19.73573
6420	19.82215
6421	19.80739
6422	20.30257
6423	19.79009
6424	20.23529
6425	20.2701
6426	19.99301
6427	19.99271
6428	19.59299
6429	19.92306
6430	19.73997
6431	20.48435
6432	20.26109
6433	20.00776
6434	20.73289
6435	20.41114
6436	20.26067
6437	20.23086
6438	19.92953
6439	20.13183
6440	20.47388
6441	21.01614
6442	19.86608
6443	19.73729
6444	20.64993
6445	19.80138
6446	19.93332
6447	19.62356
6448	19.87181
6449	20.23019
6450	20.04849
6451	19.82114
6452	20.15454
6453	20.33001
6454	20.03596
6455	19.98613
6456	20.23799
6457	19.93168
6458	20.49989
6459	19.99442
6460	20.06394
6461	20.62645
6462	20.54388
6463	20.60828
6464	19.76013
6465	20.26671
6466	20.25464
6467	20.0025
6468	19.98453
6469	20.52087
6470	19.83668
6471	20.36527
6472	19.99594
6473	19.79349
6474	19.79658
6475	20.35535
6476	19.9025
6477	19.7497
6478	19.82231
6479	19.54886
6480	19.90581
6481	19.49755
6482	19.85044
6483	19.77165
6484	19.87683
6485	20.1267
6486	19.42266
6487	19.05045
6488	19.67804
6489	19.25103
6490	19.51167
6491	20.0966
6492	20.09569
6493	19.43254
6494	19.83818
6495	19.34571
6496	19.57642
6497	19.16829
6498	19.65501
6499	19.59618
6500	19.753
6501	19.57547
6502	19.78034
6503	19.43437
6504	19.62225
6505	20.15095
6506	19.60183
6507	19.45518
6508	19.7472
6509	19.80653
6510	19.35681
6511	19.80761
6512	19.67934
6513	19.37087
6514	19.26206
6515	19.70147
6516	19.58462
6517	19.50439
6518	20.45209
6519	19.36491
6520	19.0977
6521	19.53294
6522	19.4249
6523	19.75619
6524	19.80017
6525	19.45532
6526	19.60386
6527	19.93951
6528	19.87911
6529	19.77945
6530	19.68876
6531	19.72693
6532	18.8772
6533	19.26372
6534	20.09195
6535	19.4791
6536	19.77045
6537	19.42703
6538	19.19034
6539	19.55707
6540	19.1426
6541	19.42722
6542	19.47035
6543	19.48013
6544	19.48467
6545	19.16413
6546	19.0225
6547	19.52016
6548	18.92348
6549	19.41577
6550	19.41014
6551	19.72609
6552	19.4535
6553	19.06186
6554	19.456
6555	19.29266
6556	19.20741
6557	18.63499
6558	18.9886
6559	19.49557
6560	19.28769
6561	18.94791
6562	19.52377
6563	19.3971
6564	19.12265
6565	19.6102
6566	19.2746
6567	19.75854
6568	19.21905
6569	19.61175
6570	19.66319
6571	19.64396
6572	19.28132
6573	18.83937
6574	19.02962
6575	19.2589
6576	19.29632
6577	19.27777
6578	19.67662
6579	19.55973
6580	19.19624
6581	19.4715
6582	20.12551
6583	19.31807
6584	19.38108
6585	19.18111
6586	19.14983
6587	19.19496
6588	19.46035
6589	20.00495
6590	19.6257
6591	19.50126
6592	19.50565
6593	19.37788
6594	19.68687
6595	19.28795
6596	19.84503
6597	20.07138
6598	19.72674
6599	19.69591
6600	19.69555
6601	19.84897
6602	19.37122
6603	19.35535
6604	19.67686
6605	20.32382
6606	19.71144
6607	19.28824
6608	19.38079
6609	20.67656
6610	19.82494
6611	20.19621
6612	19.81157
6613	19.60612
6614	19.85874
6615	19.67578
6616	20.31054
6617	19.55745
6618	19.96639
6619	19.63317
6620	19.32415
6621	19.70216
6622	19.44966
6623	19.79004
6624	19.70273
6625	19.72222
6626	19.73642
6627	19.68075
6628	20.1281
6629	19.73996
6630	20.40649
6631	19.9334
6632	19.42681
6633	19.13212
6634	19.45444
6635	19.18391
6636	19.5389
6637	19.62095
6638	19.84505
6639	20.28004
6640	19.59681
6641	20.19525
6642	20.33931
6643	19.49597
6644	19.84261
6645	19.61976
6646	19.64281
6647	20.43521
6648	20.83477
6649	20.21048
6650	20.13061
6651	19.93672
6652	20.52956
6653	20.26408
6654	20.44484
6655	19.96109
6656	20.25694
6657	20.77365
6658	20.75015
6659	20.38385
6660	20.34083
6661	19.95927
6662	19.80597
6663	20.15639
6664	19.89
6665	20.40268
6666	20.1139
6667	19.93215
6668	20.08727
6669	20.07379
6670	19.63715
6671	20.67721
6672	19.85726
6673	20.30833
6674	20.27733
6675	20.62814
6676	20.47462
6677	20.42114
6678	20.42459
6679	20.02712
6680	19.84386
6681	19.86799
6682	20.40572
6683	20.69965
6684	20.09113
6685	20.50998
6686	20.09128
6687	20.51009
6688	20.68681
6689	20.24811
6690	20.60937
6691	19.90789
6692	20.40482
6693	20.02725
6694	20.07053
6695	20.51811
6696	20.85922
6697	19.96773
6698	19.90785
6699	19.72977
6700	21.27363
6701	20.56747
6702	20.39742
6703	20.39342
6704	20.69821
6705	19.85883
6706	20.35717
6707	20.00826
6708	20.28973
6709	20.21511
6710	20.49767
6711	19.96586
6712	19.99949
6713	20.33521
6714	19.82644
6715	20.23178
6716	20.38963
6717	20.571
6718	20.43323
6719	20.06847
6720	20.13671
6721	20.24255
6722	20.15363
6723	20.46181
6724	20.95835
6725	20.42367
6726	20.02144
6727	20.27489
6728	20.15176
6729	19.4532
6730	20.20501
6731	20.01473
6732	20.13605
6733	20.581
6734	20.33332
6735	20.03655
6736	20.21995
6737	20.08167
6738	20.06132
6739	20.52351
6740	19.94452
6741	20.1997
6742	19.70988
6743	19.8114
6744	20.45573
6745	20.01591
6746	19.92072
6747	20.2394
6748	19.71881
6749	19.33657
6750	19.77623
6751	19.65037
6752	19.85124
6753	19.9989
6754	20.26036
6755	19.30565
6756	19.51436
6757	19.43304
6758	20.13976
6759	19.90891
6760	20.30691
6761	20.38389
6762	19.80462
6763	20.10891
6764	19.72108
6765	19.91774
6766	20.02699
6767	20.01734
6768	20.1877
6769	19.97788
6770	19.56533
6771	20.16529
6772	20.20267
6773	19.9202
6774	19.93348
6775	19.82574
6776	20.05972
6777	19.56436
6778	19.97113
